frame_no,frame_type,temporal,layer,qid,qp,y_psnr,u_psnr,v_psnr,bits
784,P,0,0,0,30,34.312,36.7459,39.5461,89256
784,P,0,1,0,29,35.2642,37.7543,40.1073,77008
784,P,0,2,0,26,37.6815,40.5199,42.4125,172840
782,P,1,0,0,33,33.6726,34.0162,37.6364,15896
782,P,1,1,0,32,34.1485,35.188,38.429,25720
782,P,1,2,0,29,35.7507,37.9601,40.3746,85384
781,P,2,0,0,34,33.6433,32.9273,37.472,6584
781,P,2,1,0,33,34.1194,33.7736,38.0328,10664
781,P,2,2,0,30,35.193,36.2688,39.2569,41720
783,P,2,0,0,34,33.895,32.8983,37.5794,5648
783,P,2,1,0,33,34.103,33.8476,38.156,13184
783,P,2,2,0,30,35.2426,36.4334,39.5135,42792
788,P,0,0,0,30,34.3292,36.9135,39.5536,83176
788,P,0,1,0,29,35.2814,37.6313,40.2643,80224
788,P,0,2,0,26,37.7822,40.5541,42.6615,173808
786,P,1,0,0,33,33.8038,34.0137,37.6379,15424
786,P,1,1,0,32,34.2102,35.2872,38.6773,27368
786,P,1,2,0,29,35.8125,37.7595,40.7393,86520
785,P,2,0,0,34,33.81,32.8725,37.7432,6272
785,P,2,1,0,33,34.0612,34.0624,38.3666,13536
785,P,2,2,0,30,35.2827,36.245,39.7132,42784
787,P,2,0,0,34,33.945,32.9422,37.4741,7264
787,P,2,1,0,33,34.1963,33.964,38.2814,14216
787,P,2,2,0,30,35.1738,36.4504,39.9088,47864
792,P,0,0,0,30,34.4274,37.0637,39.9055,93768
792,P,0,1,0,29,35.4641,37.8747,40.6943,82344
792,P,0,2,0,26,37.8876,40.6396,42.9532,180128
790,P,1,0,0,33,33.8184,34.0219,37.904,19336
790,P,1,1,0,32,34.2533,35.3096,38.7918,31216
790,P,1,2,0,29,35.8971,38.038,41.0627,92408
789,P,2,0,0,34,33.7933,32.9189,37.6301,8184
789,P,2,1,0,33,33.9422,33.8502,38.4547,15344
789,P,2,2,0,30,35.1919,36.3714,40.0711,49152
791,P,2,0,0,34,33.9945,32.8311,37.4927,8456
791,P,2,1,0,33,34.148,33.9816,38.1812,16512
791,P,2,2,0,30,35.1191,36.4624,40.1473,52624
796,P,0,0,0,30,34.4534,36.8706,40.1851,95328
796,P,0,1,0,29,35.5158,37.5795,40.5993,83640
796,P,0,2,0,26,37.9938,40.5454,43.1117,185104
794,P,1,0,0,33,33.9604,33.9175,37.7266,21800
794,P,1,1,0,32,34.2677,35.1689,38.8224,36264
794,P,1,2,0,29,35.9725,38.2094,41.3832,101832
793,P,2,0,0,34,33.822,32.6744,37.8234,9584
793,P,2,1,0,33,34.0143,33.8018,38.3293,16544
793,P,2,2,0,30,35.1073,36.2882,40.2347,55952
795,P,2,0,0,34,33.9659,32.4464,37.4533,10400
795,P,2,1,0,33,34.0153,33.7335,38.3007,19696
795,P,2,2,0,30,34.9862,36.3965,40.1537,61968
800,P,0,0,0,30,34.5317,36.9474,40.0499,102408
800,P,0,1,0,29,35.551,37.5881,40.6248,91696
800,P,0,2,0,26,38.0859,40.528,43.0792,194008
798,P,1,0,0,33,33.7426,33.4732,37.3092,23280
798,P,1,1,0,32,34.1408,35.1721,38.8037,41976
798,P,1,2,0,29,35.9806,38.0844,41.4038,110256
797,P,2,0,0,34,33.7154,32.0522,37.1117,10440
797,P,2,1,0,33,33.8608,33.7364,38.1383,20552
797,P,2,2,0,30,34.9521,36.3943,40.2741,64224
799,P,2,0,0,34,33.9171,32.0138,37.1517,11992
799,P,2,1,0,33,33.8534,33.6607,38.082,23576
799,P,2,2,0,30,34.9451,36.3125,39.9633,65472
804,P,0,0,0,30,34.523,36.8353,39.9275,114496
804,P,0,1,0,29,35.5798,37.5478,40.479,95632
804,P,0,2,0,26,38.1254,40.436,43.0761,206936
802,P,1,0,0,33,33.7495,33.6685,37.5269,27744
802,P,1,1,0,32,34.0546,35.2095,38.6563,51064
802,P,1,2,0,29,35.9808,38.0329,41.2438,125112
801,P,2,0,0,34,33.724,32.1125,37.2581,13584
801,P,2,1,0,33,33.6855,33.6276,37.9885,23024
801,P,2,2,0,30,34.7554,36.3611,39.9846,73848
803,P,2,0,0,34,33.8715,31.9352,36.8365,15504
803,P,2,1,0,33,33.5992,33.6563,37.736,29208
803,P,2,2,0,30,34.6981,36.2503,39.8456,77528
808,P,0,0,0,30,34.4059,36.8033,39.8105,115456
808,P,0,1,0,29,35.5158,37.25,40.2655,102840
808,P,0,2,0,26,38.0879,40.3031,42.9074,217064
806,P,1,0,0,33,33.5624,33.5611,37.115,30992
806,P,1,1,0,32,33.8524,35.0595,38.3822,55560
806,P,1,2,0,29,35.8857,38.0835,41.2883,138296
805,P,2,0,0,34,33.4757,31.9958,36.6549,16336
805,P,2,1,0,33,33.3708,33.5238,37.6222,31016
805,P,2,2,0,30,34.6687,36.2062,39.7844,78888
807,P,2,0,0,34,33.6082,31.6944,36.5208,17952
807,P,2,1,0,33,33.4004,33.3805,37.1787,30936
807,P,2,2,0,30,34.5331,36.0183,39.7336,87072
812,P,0,0,0,30,34.4736,36.4765,39.4913,110200
812,P,0,1,0,29,35.5399,37.3143,40.1335,103912
812,P,0,2,0,26,38.107,40.3287,42.8061,219552
810,P,1,0,0,33,33.6007,33.3049,36.7864,33952
810,P,1,1,0,32,33.8899,35.0433,38.2973,60680
810,P,1,2,0,29,35.8839,37.9305,41.0497,141752
809,P,2,0,0,34,33.4036,31.8106,36.3218,19240
809,P,2,1,0,33,33.2418,33.2971,37.2275,32296
809,P,2,2,0,30,34.4496,36.0373,39.5786,91336
811,P,2,0,0,34,33.4884,32.078,36.4024,21992
811,P,2,1,0,33,33.2619,33.4732,37.154,33576
811,P,2,2,0,30,34.3857,36.0207,39.5825,90680
816,I,0,0,0,30,34.8332,37.4061,40.3956,146376
816,I,0,1,0,29,35.5708,37.4056,40.4057,84160
816,I,0,2,0,26,38.1088,40.3468,42.8067,219992
814,P,1,0,0,33,33.8829,33.7815,37.0163,36032
814,P,1,1,0,32,33.9011,35.2208,38.2659,67400
814,P,1,2,0,29,35.8645,38.0194,41.0267,147712
813,P,2,0,0,34,33.6461,31.854,36.2688,22872
813,P,2,1,0,33,33.1559,33.5258,37.2032,34800
813,P,2,2,0,30,34.3925,36.0039,39.5631,92312
815,P,2,0,0,34,33.7498,31.8044,36.6139,20728
815,P,2,1,0,33,33.0178,33.5267,37.192,39392
815,P,2,2,0,30,34.4317,36.0667,39.5275,88728
820,P,0,0,0,30,34.5955,36.5208,39.5096,82256
820,P,0,1,0,29,35.6509,37.4284,40.1376,107904
820,P,0,2,0,26,38.1469,40.376,42.7726,219064
818,P,1,0,0,33,33.8524,33.1927,36.8857,33488
818,P,1,1,0,32,33.9671,35.0804,38.2632,67080
818,P,1,2,0,29,35.8853,38.0869,41.2201,145312
817,P,2,0,0,34,33.8081,31.93,36.7648,18912
817,P,2,1,0,33,33.1329,33.3742,37.2445,37792
817,P,2,2,0,30,34.4786,36.0035,39.5698,89744
819,P,2,0,0,34,33.6683,31.669,36.211,21168
819,P,2,1,0,33,33.3779,33.2491,37.1776,32648
819,P,2,2,0,30,34.4506,36.0231,39.6375,91392
824,P,0,0,0,30,34.7027,36.9127,39.8428,114016
824,P,0,1,0,29,35.5894,37.3254,40.1984,94688
824,P,0,2,0,26,38.1653,40.3029,42.912,218344
822,P,1,0,0,33,33.8804,33.4678,36.9291,36480
822,P,1,1,0,32,33.9776,34.9789,38.2438,63072
822,P,1,2,0,29,35.8941,38.0718,41.2671,146624
821,P,2,0,0,34,33.5919,31.7478,36.3395,24064
821,P,2,1,0,33,33.3297,33.2748,37.2403,32000
821,P,2,2,0,30,34.5171,36.1448,39.5658,90400
823,P,2,0,0,34,33.6755,31.9882,36.5539,21080
823,P,2,1,0,33,33.0994,33.5101,37.1885,39424
823,P,2,2,0,30,34.3951,36.1143,39.615,91096
828,P,0,0,0,30,34.6596,36.7974,39.8105,100840
828,P,0,1,0,29,35.6646,37.2848,40.3253,103592
828,P,0,2,0,26,38.1499,40.3388,42.8392,217664
826,P,1,0,0,33,33.8799,33.3583,36.9365,33648
826,P,1,1,0,32,33.999,35.0567,38.3986,65056
826,P,1,2,0,29,35.936,38.0708,41.2042,142680
825,P,2,0,0,34,33.7282,32.0358,36.6466,21824
825,P,2,1,0,33,33.0618,33.4633,37.3367,39448
825,P,2,2,0,30,34.4368,36.0895,39.692,91736
827,P,2,0,0,34,33.7136,32.0034,36.5007,21952
827,P,2,1,0,33,33.3511,33.6169,37.3787,35048
827,P,2,2,0,30,34.502,36.1143,39.6193,90088
832,P,0,0,0,30,34.7496,36.9471,39.5879,114568
832,P,0,1,0,29,35.6755,37.3752,40.1693,93720
832,P,0,2,0,26,38.1907,40.3516,42.809,217168
830,P,1,0,0,33,33.8772,33.5848,36.9321,37336
830,P,1,1,0,32,34.0143,35.2025,38.4233,63472
830,P,1,2,0,29,35.9362,38.0573,41.1543,145792
829,P,2,0,0,34,33.7935,32.0166,36.4955,22848
829,P,2,1,0,33,33.4209,33.5108,37.3055,33896
829,P,2,2,0,30,34.4575,35.9905,39.7067,91336
831,P,2,0,0,34,33.6743,31.8263,36.3192,21672
831,P,2,1,0,33,33.2209,33.5992,37.2899,36736
831,P,2,2,0,30,34.4274,36.007,39.6298,89192
836,P,0,0,0,30,34.6509,36.9463,39.7703,103120
836,P,0,1,0,29,35.6648,37.4356,40.3151,104024
836,P,0,2,0,26,38.1941,40.4123,42.8781,216408
834,P,1,0,0,33,33.9018,33.6723,37.0803,35264
834,P,1,1,0,32,34.0165,35.3058,38.6067,64248
834,P,1,2,0,29,35.9715,38.104,41.3064,144176
833,P,2,0,0,34,33.7143,32.1311,36.5972,22280
833,P,2,1,0,33,33.1996,33.4505,37.4406,35808
833,P,2,2,0,30,34.4509,36.0168,39.7399,90960
835,P,2,0,0,34,33.7542,32.2125,36.7701,22896
835,P,2,1,0,33,33.3636,33.5225,37.4949,33432
835,P,2,2,0,30,34.4234,35.9542,39.6384,90008
840,P,0,0,0,30,34.7523,37.0764,39.8293,111952
840,P,0,1,0,29,35.6623,37.4403,40.3189,94912
840,P,0,2,0,26,38.2581,40.3561,42.8622,215992
838,P,1,0,0,33,33.9179,33.4405,37.0454,35416
838,P,1,1,0,32,34.0248,35.0768,38.4539,62016
838,P,1,2,0,29,36.0104,38.1689,41.2305,142288
837,P,2,0,0,34,33.7879,32.3196,36.6601,24208
837,P,2,1,0,33,33.3966,33.4527,37.4477,32128
837,P,2,2,0,30,34.4916,35.989,39.7487,91248
839,P,2,0,0,34,33.6736,32.1656,36.7217,22256
839,P,2,1,0,33,33.2199,33.6532,37.5083,36824
839,P,2,2,0,30,34.4968,36.0119,39.734,85960
844,P,0,0,0,30,34.8103,36.8818,39.9758,105488
844,P,0,1,0,29,35.7382,37.3891,40.3638,104088
844,P,0,2,0,26,38.2317,40.3996,42.8954,215216
842,P,1,0,0,33,33.9794,33.5241,37.1475,35096
842,P,1,1,0,32,34.1471,35.2229,38.6127,61648
842,P,1,2,0,29,36.0488,38.0284,41.2392,137984
841,P,2,0,0,34,33.7725,32.0349,36.647,21872
841,P,2,1,0,33,33.2936,33.4543,37.4736,35592
841,P,2,2,0,30,34.5414,36.1153,39.9398,88608
843,P,2,0,0,34,33.8495,32.1344,36.8034,21832
843,P,2,1,0,33,33.3332,33.4218,37.4716,34640
843,P,2,2,0,30,34.4966,36.0195,39.7404,86656
848,P,0,0,0,30,34.8698,37.0052,39.5966,113424
848,P,0,1,0,29,35.7221,37.3698,40.1458,87672
848,P,0,2,0,26,38.2498,40.3751,42.8269,213176
846,P,1,0,0,33,33.9891,33.1108,36.7247,32976
846,P,1,1,0,32,34.1163,34.8751,38.3463,59536
846,P,1,2,0,29,36.0267,38.0345,41.2629,140720
845,P,2,0,0,34,33.9052,32.0554,36.5629,22088
845,P,2,1,0,33,33.4706,33.4418,37.4759,33304
845,P,2,2,0,30,34.5381,36.0236,39.8537,90760
847,P,2,0,0,34,33.932,32.2061,36.6838,21832
847,P,2,1,0,33,33.3267,33.4709,37.4931,36000
847,P,2,2,0,30,34.5349,36.0695,39.7048,86680
852,P,0,0,0,30,34.836,36.8569,39.6059,103752
852,P,0,1,0,29,35.7613,37.38,40.2053,100520
852,P,0,2,0,26,38.2325,40.3357,42.9078,212016
850,P,1,0,0,33,33.9997,33.7337,37.1613,36608
850,P,1,1,0,32,34.1888,35.3222,38.471,59840
850,P,1,2,0,29,36.0239,38.0213,41.2714,137888
849,P,2,0,0,34,33.8887,32.0585,36.4989,21752
849,P,2,1,0,33,33.3532,33.4766,37.3231,35792
849,P,2,2,0,30,34.5162,36.1344,39.8271,92560
851,P,2,0,0,34,33.8565,32.2139,36.601,21464
851,P,2,1,0,33,33.3786,33.4582,37.4736,34480
851,P,2,2,0,30,34.5272,36.0656,39.6688,86808
856,P,0,0,0,30,34.8474,36.7738,39.803,111712
856,P,0,1,0,29,35.7607,37.3661,40.2843,94448
856,P,0,2,0,26,38.3037,40.3664,42.9594,211112
854,P,1,0,0,33,33.972,33.3426,36.9189,34288
854,P,1,1,0,32,34.1963,34.9924,38.4008,59896
854,P,1,2,0,29,36.0713,37.9526,41.2662,140160
853,P,2,0,0,34,33.8653,32.3117,36.4147,22120
853,P,2,1,0,33,33.4548,33.5568,37.582,33680
853,P,2,2,0,30,34.5415,36.0296,39.8397,91576
855,P,2,0,0,34,33.8582,32.3504,36.7175,22288
855,P,2,1,0,33,33.3378,33.5447,37.4673,36160
855,P,2,2,0,30,34.5591,36.0052,39.7346,88976
860,P,0,0,0,30,34.903,36.7284,39.7536,100256
860,P,0,1,0,29,35.794,37.4283,40.4794,99736
860,P,0,2,0,26,38.3062,40.4249,43.0074,210792
858,P,1,0,0,33,34.09,33.6395,36.9502,35168
858,P,1,1,0,32,34.1704,35.0918,38.3864,59000
858,P,1,2,0,29,36.1049,38.0926,41.411,141784
857,P,2,0,0,34,33.8707,32.2438,36.7162,22440
857,P,2,1,0,33,33.3985,33.5241,37.5477,34040
857,P,2,2,0,30,34.5617,36.0188,39.7323,89544
859,P,2,0,0,34,33.8611,32.4482,36.593,22768
859,P,2,1,0,33,33.5296,33.6595,37.573,31216
859,P,2,2,0,30,34.5912,36.0786,39.9106,89776
864,I,0,0,0,30,35.1025,37.4772,40.4293,140560
864,I,0,1,0,29,35.7913,37.4803,40.4393,79536
864,I,0,2,0,26,38.3165,40.4824,43.006,209504
862,P,1,0,0,33,34.1569,33.6135,37.3366,36584
862,P,1,1,0,32,34.2463,35.1777,38.7609,59624
862,P,1,2,0,29,36.1427,38.1066,41.4841,138912
861,P,2,0,0,34,33.9797,32.3235,36.7515,23880
861,P,2,1,0,33,33.6019,33.6732,37.5437,30720
861,P,2,2,0,30,34.6408,36.0278,39.8251,89672
863,P,2,0,0,34,34.0479,32.3194,37.0505,20864
863,P,2,1,0,33,33.4689,33.715,37.559,34080
863,P,2,2,0,30,34.6869,36.0322,39.7724,86008
868,P,0,0,0,30,34.9211,36.4692,39.3684,83752
868,P,0,1,0,29,35.858,37.2944,40.2944,98648
868,P,0,2,0,26,38.3186,40.4255,43.0377,206304
866,P,1,0,0,33,34.2126,33.2068,36.937,30968
866,P,1,1,0,32,34.2677,35.1135,38.6532,59040
866,P,1,2,0,29,36.1682,38.1047,41.4386,138880
865,P,2,0,0,34,34.0467,32.4406,36.9741,21608
865,P,2,1,0,33,33.4004,33.7957,37.7498,34760
865,P,2,2,0,30,34.725,36.003,39.8199,85784
867,P,2,0,0,34,33.969,32.4088,36.8493,23616
867,P,2,1,0,33,33.6767,33.6891,37.681,29472
867,P,2,2,0,30,34.6532,36.0516,39.91,88384
872,P,0,0,0,30,34.9979,36.6573,39.7723,107144
872,P,0,1,0,29,35.849,37.236,40.3855,90600
872,P,0,2,0,26,38.3543,40.4913,42.9222,206488
870,P,1,0,0,33,34.1316,33.2263,36.6794,33824
870,P,1,1,0,32,34.3344,34.7911,38.3365,54184
870,P,1,2,0,29,36.1917,37.9815,41.3688,136264
869,P,2,0,0,34,34.0069,32.1707,36.4802,22664
869,P,2,1,0,33,33.6178,33.5385,37.6277,31776
869,P,2,2,0,30,34.6826,35.9837,40.004,90912
871,P,2,0,0,34,34.1564,32.2745,36.4573,20344
871,P,2,1,0,33,33.5771,33.8205,37.6018,33184
871,P,2,2,0,30,34.6718,35.8577,39.7495,85752
876,P,0,0,0,30,34.9975,36.6372,39.7554,106232
876,P,0,1,0,29,35.8758,37.3668,40.3484,94512
876,P,0,2,0,26,38.3808,40.4513,43.0179,204640
874,P,1,0,0,33,34.2239,33.2948,36.7016,31520
874,P,1,1,0,32,34.3046,35.0577,38.5908,62856
874,P,1,2,0,29,36.2207,38.0528,41.2232,135328
873,P,2,0,0,34,34.1075,32.0787,36.4655,21240
873,P,2,1,0,33,33.4955,33.5784,37.6097,33096
873,P,2,2,0,30,34.6916,35.8979,39.835,88648
875,P,2,0,0,34,34.013,32.2357,36.5071,22008
875,P,2,1,0,33,33.6104,33.6053,37.5424,32408
875,P,2,2,0,30,34.6893,36.06,39.6841,89904
880,P,0,0,0,30,35.0677,36.8946,39.7686,110248
880,P,0,1,0,29,35.9145,37.4085,40.2836,88560
880,P,0,2,0,26,38.3901,40.4685,43.0504,204120
878,P,1,0,0,33,34.1901,33.7126,37.1955,35784
878,P,1,1,0,32,34.355,35.2231,38.5705,58448
878,P,1,2,0,29,36.2395,38.1567,41.352,138368
877,P,2,0,0,34,34.0768,32.2799,36.4183,21296
877,P,2,1,0,33,33.5883,33.6428,37.6359,33704
877,P,2,2,0,30,34.7081,36.0174,39.747,89792
879,P,2,0,0,34,34.1228,32.2929,36.5524,20472
879,P,2,1,0,33,33.522,33.7233,37.449,35080
879,P,2,2,0,30,34.7254,36.1511,39.6095,87584
884,P,0,0,0,30,35.0511,36.8511,39.633,104184
884,P,0,1,0,29,35.9075,37.5226,40.3773,94880
884,P,0,2,0,26,38.4301,40.4148,43.0241,202624
882,P,1,0,0,33,34.263,33.1344,36.7678,32088
882,P,1,1,0,32,34.3825,34.9192,38.1898,58096
882,P,1,2,0,29,36.2404,38.0765,41.1662,134280
881,P,2,0,0,34,34.1542,32.2479,36.753,21280
881,P,2,1,0,33,33.5472,33.5841,37.4216,33832
881,P,2,2,0,30,34.7582,36.1119,39.6395,88728
883,P,2,0,0,34,34.0791,32.2227,36.5884,21520
883,P,2,1,0,33,33.6856,33.5931,37.3823,31928
883,P,2,2,0,30,34.7177,36.0803,39.7107,90472
888,P,0,0,0,30,35.0953,37.0342,39.8703,107704
888,P,0,1,0,29,35.939,37.3505,40.2312,89504
888,P,0,2,0,26,38.4632,40.5105,43.1231,202760
886,P,1,0,0,33,34.2608,33.3,36.9758,32984
886,P,1,1,0,32,34.3571,35.1532,38.4344,60936
886,P,1,2,0,29,36.2683,38.1213,41.3293,134064
885,P,2,0,0,34,34.0855,32.031,36.3233,20912
885,P,2,1,0,33,33.7004,33.6213,37.4974,31024
885,P,2,2,0,30,34.7818,36.1268,39.7784,87880
887,P,2,0,0,34,34.0938,31.9665,36.5024,20432
887,P,2,1,0,33,33.5676,33.5825,37.4083,33936
887,P,2,2,0,30,34.7678,36.1169,39.8645,86472
892,P,0,0,0,30,34.9955,36.8831,39.7249,96568
892,P,0,1,0,29,35.9636,37.478,40.3527,96912
892,P,0,2,0,26,38.4689,40.5203,43.1067,200432
890,P,1,0,0,33,34.2902,33.0583,36.6698,31944
890,P,1,1,0,32,34.4161,34.7321,38.1878,56064
890,P,1,2,0,29,36.3215,38.216,41.3848,134432
889,P,2,0,0,34,34.213,31.8686,36.4467,19632
889,P,2,1,0,33,33.6004,33.6302,37.5364,34704
889,P,2,2,0,30,34.7899,36.0865,39.753,89072
891,P,2,0,0,34,34.1142,32.3019,36.523,21616
891,P,2,1,0,33,33.7859,33.3971,37.4072,29696
891,P,2,2,0,30,34.8464,36.1725,39.9027,85200
896,P,0,0,0,30,35.1158,37.1513,40.0772,108616
896,P,0,1,0,29,35.9532,37.4739,40.3713,84824
896,P,0,2,0,26,38.4756,40.5613,43.1349,200728
894,P,1,0,0,33,34.3475,33.4308,36.9575,32208
894,P,1,1,0,32,34.4754,35.0362,38.2944,57432
894,P,1,2,0,29,36.3503,38.1514,41.3479,131504
893,P,2,0,0,34,34.1454,31.9869,36.4397,21440
893,P,2,1,0,33,33.7558,33.3351,37.3363,29904
893,P,2,2,0,30,34.9063,36.0322,39.9221,85448
895,P,2,0,0,34,34.1535,32.1625,36.7518,19952
895,P,2,1,0,33,33.5707,33.5461,37.4229,34160
895,P,2,2,0,30,34.8348,36.1257,39.907,82520
900,P,0,0,0,30,35.0712,36.9835,40.034,94976
900,P,0,1,0,29,36.0512,37.5022,40.4092,89728
900,P,0,2,0,26,38.5029,40.5138,43.1086,199112
898,P,1,0,0,33,34.3153,33.2574,36.9357,31912
898,P,1,1,0,32,34.4848,35.1794,38.452,60288
898,P,1,2,0,29,36.3417,38.2379,41.4151,130568
897,P,2,0,0,34,34.276,32.1024,36.7941,19680
897,P,2,1,0,33,33.7349,33.4142,37.4064,31808
897,P,2,2,0,30,34.8836,36.1587,39.9855,84824
899,P,2,0,0,34,34.163,32.366,36.6841,21440
899,P,2,1,0,33,33.76,33.5933,37.4662,30512
899,P,2,2,0,30,34.8909,36.2158,39.9419,82984
904,P,0,0,0,30,35.1164,37.0796,40.1292,97176
904,P,0,1,0,29,36.0703,37.531,40.5967,93552
904,P,0,2,0,26,38.5268,40.5598,43.18,198112
902,P,1,0,0,33,34.3692,33.5592,37.332,31920
902,P,1,1,0,32,34.5173,35.1645,38.6883,53736
902,P,1,2,0,29,36.3914,38.2985,41.4717,131728
901,P,2,0,0,34,34.2115,32.2279,36.6808,21072
901,P,2,1,0,33,33.867,33.5441,37.6077,28456
901,P,2,2,0,30,34.9436,36.1863,39.922,83168
903,P,2,0,0,34,34.2231,32.3113,36.7762,20336
903,P,2,1,0,33,33.7749,33.5593,37.5798,32288
903,P,2,2,0,30,34.9401,36.2013,39.7624,82688
908,P,0,0,0,30,35.1136,36.9846,40.0628,99016
908,P,0,1,0,29,36.1029,37.5636,40.4148,84648
908,P,0,2,0,26,38.5877,40.6696,43.259,196904
906,P,1,0,0,33,34.3634,33.464,37.3878,32632
906,P,1,1,0,32,34.5636,35.0878,38.4462,54216
906,P,1,2,0,29,36.3836,38.1859,41.3585,130672
905,P,2,0,0,34,34.2736,32.2293,36.7708,20664
905,P,2,1,0,33,33.8465,33.5241,37.6722,31128
905,P,2,2,0,30,34.9936,36.1961,39.7478,80984
907,P,2,0,0,34,34.2328,32.33,36.7382,20896
907,P,2,1,0,33,33.8524,33.766,37.4827,31504
907,P,2,2,0,30,34.904,36.1307,39.7203,82864
912,I,0,0,0,30,35.3835,37.6709,40.6415,130608
912,I,0,1,0,29,36.0815,37.671,40.617,73928
912,I,0,2,0,26,38.5556,40.5306,43.1475,195096
910,P,1,0,0,33,34.493,33.7711,37.4538,33608
910,P,1,1,0,32,34.5673,35.5268,38.7612,61888
910,P,1,2,0,29,36.4395,38.2082,41.5052,127728
909,P,2,0,0,34,34.3602,32.1996,36.823,20968
909,P,2,1,0,33,33.8369,33.7057,37.6834,30888
909,P,2,2,0,30,34.9149,36.1513,39.9808,84696
911,P,2,0,0,34,34.399,32.5567,37.0608,19528
911,P,2,1,0,33,33.7434,33.6988,37.6651,32464
911,P,2,2,0,30,35.0236,36.2083,39.9577,79920
916,P,0,0,0,30,35.0872,36.8673,39.606,70944
916,P,0,1,0,29,36.1475,37.5393,40.3974,96464
916,P,0,2,0,26,38.59,40.6292,43.2391,194280
914,P,1,0,0,33,34.4344,33.7797,37.3512,30184
914,P,1,1,0,32,34.5344,35.3083,38.7212,60608
914,P,1,2,0,29,36.425,38.3098,41.5632,129712
913,P,2,0,0,34,34.4513,32.3024,37.2495,19072
913,P,2,1,0,33,33.8296,33.7787,37.7217,32432
913,P,2,2,0,30,34.9794,36.1844,40.0318,82240
915,P,2,0,0,34,34.3197,32.4899,36.7757,21536
915,P,2,1,0,33,34.0454,33.5042,37.409,26328
915,P,2,2,0,30,34.9977,36.291,40.0327,82048
920,P,0,0,0,30,35.288,37.2668,40.1557,101376
920,P,0,1,0,29,36.1515,37.6567,40.5736,81176
920,P,0,2,0,26,38.6277,40.7103,43.2438,193352
918,P,1,0,0,33,34.4749,33.494,36.9467,31880
918,P,1,1,0,32,34.6808,35.1703,38.5744,51024
918,P,1,2,0,29,36.5106,38.2786,41.5286,125320
917,P,2,0,0,34,34.2796,32.5768,36.7127,22560
917,P,2,1,0,33,34.0564,33.5856,37.5795,27080
917,P,2,2,0,30,35.0894,36.2557,39.9612,79176
919,P,2,0,0,34,34.2682,32.6392,36.9723,21392
919,P,2,1,0,33,33.829,33.9099,37.86,31440
919,P,2,2,0,30,35.0624,36.1775,40.0573,77752
924,P,0,0,0,30,35.2211,36.9288,39.8452,87080
924,P,0,1,0,29,36.1771,37.6057,40.507,88448
924,P,0,2,0,26,38.6424,40.6361,43.2213,191960
922,P,1,0,0,33,34.4666,33.5343,37.3034,32928
922,P,1,1,0,32,34.6269,35.4148,38.7097,56480
922,P,1,2,0,29,36.4955,38.2839,41.5438,123744
921,P,2,0,0,34,34.3792,32.5409,37.0241,21000
921,P,2,1,0,33,33.8492,33.9803,37.8795,32152
921,P,2,2,0,30,35.0798,36.3364,40.2044,80080
923,P,2,0,0,34,34.3874,32.4967,36.7702,21216
923,P,2,1,0,33,34.023,33.8018,37.7622,29720
923,P,2,2,0,30,35.1037,36.3523,40.1809,76200
928,P,0,0,0,30,35.3481,37.3267,40.3465,107144
928,P,0,1,0,29,36.2069,37.65,40.6362,83656
928,P,0,2,0,26,38.6749,40.6708,43.2735,188432
926,P,1,0,0,33,34.5688,33.6724,37.192,32328
926,P,1,1,0,32,34.6994,35.2306,38.6531,52680
926,P,1,2,0,29,36.5515,38.4267,41.7022,123352
925,P,2,0,0,34,34.4041,32.498,36.7911,21656
925,P,2,1,0,33,34.1527,33.9269,37.8214,27096
925,P,2,2,0,30,35.1396,36.3146,40.2032,77328
927,P,2,0,0,34,34.401,32.5708,36.8796,20048
927,P,2,1,0,33,33.9824,33.945,37.9416,32328
927,P,2,2,0,30,35.1419,36.4068,40.228,75488
932,P,0,0,0,30,35.3259,36.9315,40.1551,91528
932,P,0,1,0,29,36.2454,37.5125,40.7232,86064
932,P,0,2,0,26,38.6903,40.7061,43.3363,188720
930,P,1,0,0,33,34.6426,33.462,37.1395,29992
930,P,1,1,0,32,34.786,35.2012,38.9415,53904
930,P,1,2,0,29,36.5893,38.3677,41.6142,121904
929,P,2,0,0,34,34.494,32.4612,37.0636,19120
929,P,2,1,0,33,34.0244,34.133,37.9988,31384
929,P,2,2,0,30,35.1905,36.3178,40.2302,76072
931,P,2,0,0,34,34.4679,32.6409,36.8424,20616
931,P,2,1,0,33,34.1198,34.0507,37.9108,28024
931,P,2,2,0,30,35.2254,36.2968,40.1489,75776
936,P,0,0,0,30,35.3742,37.269,40.0592,99440
936,P,0,1,0,29,36.2305,37.645,40.6404,81704
936,P,0,2,0,26,38.7148,40.7456,43.4077,187280
934,P,1,0,0,33,34.5561,33.9071,37.3861,32536
934,P,1,1,0,32,34.7381,35.5263,38.9554,55280
934,P,1,2,0,29,36.5638,38.3193,41.7538,122392
933,P,2,0,0,34,34.4784,32.5303,36.8347,21400
933,P,2,1,0,33,34.0877,34.0468,37.9524,29112
933,P,2,2,0,30,35.1027,36.3191,40.2663,79832
935,P,2,0,0,34,34.471,32.7291,36.8676,19872
935,P,2,1,0,33,34.027,34.1505,37.9241,31440
935,P,2,2,0,30,35.1854,36.3884,40.155,76792
940,P,0,0,0,30,35.318,37.1212,40.3153,94736
