frame_no,frame_type,temporal,layer,qid,qp,y_psnr,u_psnr,v_psnr,bits
309,P,2,0,0,34,32.7939,30.5261,35.5508,26120
309,P,2,1,0,33,32.2388,32.4763,36.5859,54240
309,P,2,2,0,30,33.8512,34.5749,38.4935,112840
311,P,2,0,0,34,32.8741,30.4797,35.5694,24312
311,P,2,1,0,33,32.3885,32.2381,36.4137,51048
311,P,2,2,0,30,33.8976,34.4652,38.4416,111184
316,P,0,0,0,30,33.7372,35.3933,38.6691,144960
316,P,0,1,0,29,34.625,36.1924,39.1754,128504
316,P,0,2,0,26,37.3,39.3509,41.9072,289648
314,P,1,0,0,33,33.025,31.9874,36.0757,44088
314,P,1,1,0,32,33.2246,33.8125,37.2994,83144
314,P,1,2,0,29,35.1017,36.7588,40.0576,184888
313,P,2,0,0,34,32.9116,30.3266,35.5412,24704
313,P,2,1,0,33,32.3253,32.2351,36.4761,52344
313,P,2,2,0,30,33.8168,34.6531,38.4643,113792
315,P,2,0,0,34,32.8921,30.6409,35.5144,25656
315,P,2,1,0,33,32.4208,32.412,36.3178,50704
315,P,2,2,0,30,33.9825,34.4985,38.4534,106936
320,P,0,0,0,30,33.7135,35.4744,38.5914,137048
320,P,0,1,0,29,34.6169,36.1972,39.056,127472
320,P,0,2,0,26,37.3119,39.3768,41.8985,288888
318,P,1,0,0,33,33.0791,32.0132,35.7148,43576
318,P,1,1,0,32,33.2042,33.8039,37.3849,83448
318,P,1,2,0,29,35.1133,36.7791,40.076,186760
317,P,2,0,0,34,32.9217,30.6182,35.5387,24576
317,P,2,1,0,33,32.3765,32.4427,36.4709,51256
317,P,2,2,0,30,33.9135,34.6374,38.5554,111360
319,P,2,0,0,34,32.8126,30.6746,35.5416,25920
319,P,2,1,0,33,32.416,32.3459,36.3242,48624
319,P,2,2,0,30,34.0368,34.5639,38.4955,105336
324,P,0,0,0,30,33.7032,35.4536,38.3984,139880
324,P,0,1,0,29,34.6038,36.2162,39.1747,132704
324,P,0,2,0,26,37.2767,39.3919,41.9511,290384
322,P,1,0,0,33,33.0374,31.9309,35.823,43272
322,P,1,1,0,32,33.1689,33.8245,37.4256,82680
322,P,1,2,0,29,35.0761,36.7551,40.0288,184976
321,P,2,0,0,34,32.8265,30.5831,35.5377,25776
321,P,2,1,0,33,32.2728,32.3695,36.4178,49880
321,P,2,2,0,30,33.8944,34.693,38.4971,111384
323,P,2,0,0,34,32.8733,30.803,35.6526,24944
323,P,2,1,0,33,32.395,32.3381,36.3977,49136
323,P,2,2,0,30,34.0218,34.5201,38.3838,103640
328,P,0,0,0,30,33.7646,35.6095,38.5818,146744
328,P,0,1,0,29,34.6222,36.1537,39.0548,122976
328,P,0,2,0,26,37.2968,39.3604,42.0456,289984
326,P,1,0,0,33,33.1227,32.2315,35.9338,43576
326,P,1,1,0,32,33.209,33.9081,37.3036,83240
326,P,1,2,0,29,35.1323,36.7535,40.0328,180664
325,P,2,0,0,34,32.8391,30.7659,35.4477,26672
325,P,2,1,0,33,32.3876,32.371,36.4889,48952
325,P,2,2,0,30,34.0659,34.4087,38.427,102712
327,P,2,0,0,34,32.9582,30.8169,35.7018,24504
327,P,2,1,0,33,32.3575,32.3934,36.3817,50592
327,P,2,2,0,30,34.0475,34.5855,38.4233,102280
332,P,0,0,0,30,33.7084,35.4724,38.4588,135848
332,P,0,1,0,29,34.6738,36.2384,39.0718,130856
332,P,0,2,0,26,37.3202,39.3827,41.9299,290120
330,P,1,0,0,33,33.062,32.043,35.8883,43720
330,P,1,1,0,32,33.2111,33.6099,37.2772,78648
330,P,1,2,0,29,35.0539,36.7534,40.0481,186064
329,P,2,0,0,34,32.8977,30.7572,35.7101,24640
329,P,2,1,0,33,32.4261,32.2748,36.4641,48496
329,P,2,2,0,30,34.0507,34.6385,38.4163,102088
331,P,2,0,0,34,32.9226,30.6964,35.4945,25056
331,P,2,1,0,33,32.4402,32.1593,36.2709,49248
331,P,2,2,0,30,34.0659,34.5398,38.2787,102784
336,I,0,0,0,30,33.9163,36.3836,39.0741,192088
336,I,0,1,0,29,34.6226,36.3836,39.0741,105040
336,I,0,2,0,26,37.3368,39.343,41.923,291480
334,P,1,0,0,33,33.212,32.5294,36.1004,43416
334,P,1,1,0,32,33.2134,33.8936,37.3666,82256
334,P,1,2,0,29,35.1043,36.8803,39.9869,188696
333,P,2,0,0,34,32.8912,30.7657,35.556,25504
333,P,2,1,0,33,32.4413,32.2963,36.3943,48096
333,P,2,2,0,30,34.0586,34.5024,38.3071,102448
335,P,2,0,0,34,33.0899,30.8565,35.7059,23368
335,P,2,1,0,33,32.2778,32.3379,36.3218,54632
335,P,2,2,0,30,34.1369,34.4789,38.3058,99136
340,P,0,0,0,30,33.6782,35.0877,38.1858,107360
340,P,0,1,0,29,34.6822,36.288,38.8956,137696
340,P,0,2,0,26,37.3294,39.319,41.9814,291440
338,P,1,0,0,33,33.1423,31.8788,35.6951,39560
338,P,1,1,0,32,33.1981,33.6686,37.1828,86184
338,P,1,2,0,29,35.0884,36.8212,40.0052,187544
337,P,2,0,0,34,33.0279,30.959,35.9456,23888
337,P,2,1,0,33,32.2009,32.392,36.5215,52568
337,P,2,2,0,30,33.9215,34.6946,38.2951,108808
339,P,2,0,0,34,32.9244,30.7952,35.3835,25552
339,P,2,1,0,33,32.5599,32.1752,36.2424,44872
339,P,2,2,0,30,33.8856,34.5981,38.3527,109128
344,P,0,0,0,30,33.8028,35.4995,38.4403,143440
344,P,0,1,0,29,34.6876,36.2955,39.0013,123960
344,P,0,2,0,26,37.3128,39.3114,41.9915,289096
342,P,1,0,0,33,33.0964,32.1395,35.6733,45120
342,P,1,1,0,32,33.1689,33.7363,37.2023,85488
342,P,1,2,0,29,35.0306,36.8648,40.033,188648
341,P,2,0,0,34,32.8368,30.7887,35.2906,27760
341,P,2,1,0,33,32.5399,32.1802,36.1892,43968
341,P,2,2,0,30,33.9758,34.6273,38.3226,105928
343,P,2,0,0,34,32.96,30.779,35.3011,24320
343,P,2,1,0,33,32.2832,32.2024,36.1912,52832
343,P,2,2,0,30,33.933,34.5669,38.3669,110488
348,P,0,0,0,30,33.7619,35.5572,38.5061,140152
348,P,0,1,0,29,34.6667,36.2721,39.0783,133832
348,P,0,2,0,26,37.3188,39.3816,42.0414,290328
346,P,1,0,0,33,33.1312,32.0897,35.801,44344
346,P,1,1,0,32,33.2671,33.631,37.1043,81400
346,P,1,2,0,29,35.0682,36.8067,40.0012,187976
345,P,2,0,0,34,32.9864,30.7909,35.2496,25008
345,P,2,1,0,33,32.169,32.2626,36.2137,57064
345,P,2,2,0,30,33.8008,34.6282,38.3695,112088
347,P,2,0,0,34,32.8789,30.6562,35.216,25312
347,P,2,1,0,33,32.4669,32.1588,36.2019,48464
347,P,2,2,0,30,33.9929,34.481,38.1949,104104
352,P,0,0,0,30,33.7628,35.5499,38.2459,144920
352,P,0,1,0,29,34.6614,36.222,38.9418,128400
352,P,0,2,0,26,37.3482,39.2934,41.9948,290488
350,P,1,0,0,33,33.0806,31.9454,35.5722,44904
350,P,1,1,0,32,33.1922,33.689,37.1431,86608
350,P,1,2,0,29,35.0331,36.8607,39.9962,191344
349,P,2,0,0,34,32.872,30.6662,35.2211,26712
349,P,2,1,0,33,32.4066,31.9894,36.2541,48584
349,P,2,2,0,30,33.9082,34.5907,38.2861,107184
351,P,2,0,0,34,32.978,30.5708,35.1961,22904
351,P,2,1,0,33,32.3161,32.0848,36.1349,53464
351,P,2,2,0,30,33.8825,34.546,38.304,110448
356,P,0,0,0,30,33.7285,35.4625,38.2941,143928
356,P,0,1,0,29,34.6604,36.23,39.1008,135184
356,P,0,2,0,26,37.3173,39.3265,41.9778,289968
354,P,1,0,0,33,33.1074,31.8967,35.6353,44560
354,P,1,1,0,32,33.2311,33.6626,37.148,84000
354,P,1,2,0,29,35.1004,36.6917,39.9261,187888
353,P,2,0,0,34,32.9814,30.6932,35.3317,24512
353,P,2,1,0,33,32.3453,32.0678,36.3479,52008
353,P,2,2,0,30,33.8798,34.5744,38.3212,110256
355,P,2,0,0,34,32.904,30.6278,35.2913,25232
355,P,2,1,0,33,32.4702,31.9852,36.2342,48024
355,P,2,2,0,30,33.8561,34.5095,38.1679,111256
360,P,0,0,0,30,33.7934,35.3857,38.2786,141384
360,P,0,1,0,29,34.6906,36.2375,38.9537,131528
360,P,0,2,0,26,37.3435,39.327,41.9996,290328
358,P,1,0,0,33,33.0892,31.7458,35.4846,43328
358,P,1,1,0,32,33.239,33.4474,37.1005,81264
358,P,1,2,0,29,35.0923,36.6938,39.8824,186608
357,P,2,0,0,34,32.9299,30.8508,35.2719,27816
357,P,2,1,0,33,32.3443,32.0995,36.1861,51856
357,P,2,2,0,30,33.7851,34.5654,38.2145,115560
359,P,2,0,0,34,32.8825,30.4652,35.3887,25760
359,P,2,1,0,33,32.4183,31.9356,36.1667,50424
359,P,2,2,0,30,33.9081,34.4984,38.244,108560
364,P,0,0,0,30,33.8224,35.4741,38.5756,149840
364,P,0,1,0,29,34.6624,36.2524,39.1006,129344
364,P,0,2,0,26,37.3233,39.3416,42.0092,290288
362,P,1,0,0,33,33.1151,31.8499,35.6306,44600
362,P,1,1,0,32,33.1746,33.6814,37.2078,87064
362,P,1,2,0,29,35.1169,36.7629,39.9702,184536
361,P,2,0,0,34,32.9787,30.3239,35.319,23456
361,P,2,1,0,33,32.4462,31.9439,36.1845,50176
361,P,2,2,0,30,33.8304,34.4522,38.1136,111200
363,P,2,0,0,34,32.935,30.4928,35.4701,25488
363,P,2,1,0,33,32.4489,32.0256,36.3619,49648
363,P,2,2,0,30,33.9187,34.54,38.3236,110408
368,P,0,0,0,30,33.7828,35.5653,38.5085,141472
368,P,0,1,0,29,34.6758,36.15,39.0617,132560
368,P,0,2,0,26,37.309,39.2894,42.0408,290192
366,P,1,0,0,33,33.0844,31.6038,35.5519,42336
366,P,1,1,0,32,33.182,33.6367,37.098,86968
366,P,1,2,0,29,35.0979,36.8022,40.1052,187920
365,P,2,0,0,34,32.9428,30.5843,35.3544,24976
365,P,2,1,0,33,32.3383,32.1519,36.3634,52848
365,P,2,2,0,30,33.883,34.5468,38.3827,112280
367,P,2,0,0,34,32.9394,30.6175,35.4438,25904
367,P,2,1,0,33,32.3551,32.1821,36.3899,52160
367,P,2,2,0,30,33.9274,34.4652,38.3944,109480
372,P,0,0,0,30,33.7951,35.5408,38.4791,151456
372,P,0,1,0,29,34.653,36.1809,39.0474,128912
372,P,0,2,0,26,37.3232,39.3256,42.0265,291864
370,P,1,0,0,33,33.1173,31.9093,36.0208,45192
370,P,1,1,0,32,33.214,33.7895,37.4328,85568
370,P,1,2,0,29,35.1196,36.7429,40.2125,182696
369,P,2,0,0,34,32.9115,30.4575,35.4633,25488
369,P,2,1,0,33,32.329,32.0055,36.388,50720
369,P,2,2,0,30,33.808,34.5238,38.4919,116512
371,P,2,0,0,34,32.9626,30.4775,35.3848,24856
371,P,2,1,0,33,32.4651,32.0391,36.28,48408
371,P,2,2,0,30,33.987,34.3996,38.2109,107112
376,P,0,0,0,30,33.7768,35.3225,38.2467,138848
376,P,0,1,0,29,34.6775,36.2022,39.0332,129584
376,P,0,2,0,26,37.3016,39.3198,41.9925,289912
374,P,1,0,0,33,33.0598,31.9105,35.6837,44088
374,P,1,1,0,32,33.2147,33.6605,37.3454,86640
374,P,1,2,0,29,35.1358,36.6576,39.9534,182480
373,P,2,0,0,34,32.9018,30.4615,35.5039,25072
373,P,2,1,0,33,32.3809,31.9989,36.3929,49560
373,P,2,2,0,30,33.8826,34.4808,38.2607,111352
375,P,2,0,0,34,32.9412,30.6185,35.2759,25800
375,P,2,1,0,33,32.3327,32.2797,36.3789,52584
375,P,2,2,0,30,33.9422,34.5351,38.0521,106896
380,P,0,0,0,30,39.0492,40.8626,42.0689,67488
380,P,0,1,0,29,39.7315,40.8608,42.0238,35080
380,P,0,2,0,26,41.9712,43.6966,45.0848,90216
378,P,1,0,0,33,37.8273,38.3179,39.5854,40072
378,P,1,1,0,32,38.049,39.597,40.7709,37200
378,P,1,2,0,29,40.0785,41.5563,43.2018,64288
377,P,2,0,0,34,32.8345,30.5312,35.4691,27056
377,P,2,1,0,33,32.2926,32.216,36.4132,53608
377,P,2,2,0,30,33.7962,34.5803,38.2305,117120
379,P,2,0,0,34,36.8519,36.7622,38.4094,28224
379,P,2,1,0,33,36.4439,37.1029,38.6743,28624
379,P,2,2,0,30,38.1953,39.3831,41.3435,48832
384,I,0,0,0,30,39.0957,40.8377,42.1051,64368
384,I,0,1,0,29,39.7733,40.856,42.1313,34656
384,I,0,2,0,26,42.0179,43.7248,45.065,89256
382,P,1,0,0,33,38.2877,37.3714,38.939,29784
382,P,1,1,0,32,38.0381,39.3389,40.7862,40872
382,P,1,2,0,29,39.9886,41.6416,43.3969,64472
381,P,2,0,0,34,37.4558,36.5646,38.2365,24408
381,P,2,1,0,33,36.7114,37.1839,38.9261,27472
381,P,2,2,0,30,38.2389,39.3507,41.246,49608
383,P,2,0,0,34,37.6893,35.5546,37.8658,18856
383,P,2,1,0,33,36.862,36.805,38.6128,27240
383,P,2,2,0,30,38.3359,39.3713,41.3576,46552
388,P,0,0,0,30,39.5468,40.3805,41.7499,58048
388,P,0,1,0,29,40.2527,40.8837,42.0545,35568
388,P,0,2,0,26,42.4736,43.8178,45.2614,82984
386,P,1,0,0,33,38.5649,37.0157,39.0161,30200
386,P,1,1,0,32,38.6543,38.8881,40.565,35160
386,P,1,2,0,29,40.5142,41.7569,43.3754,60256
385,P,2,0,0,34,37.8243,35.9071,38.2635,18928
385,P,2,1,0,33,37.1386,36.8146,38.6896,25584
385,P,2,2,0,30,38.6639,39.4997,41.4461,46664
387,P,2,0,0,34,37.869,35.8465,38.2861,20160
387,P,2,1,0,33,37.4121,36.8227,38.8727,22944
387,P,2,2,0,30,38.9957,39.4311,41.5141,43464
392,P,0,0,0,30,39.529,40.5065,41.8023,62136
392,P,0,1,0,29,40.2917,40.9216,42.1448,37016
392,P,0,2,0,26,42.6424,43.7595,45.1653,84752
390,P,1,0,0,33,38.5077,36.7644,38.9654,31488
390,P,1,1,0,32,38.6989,38.6967,40.2133,31920
390,P,1,2,0,29,40.7093,41.6276,43.3955,59096
389,P,2,0,0,34,37.6553,35.8926,38.2748,20384
389,P,2,1,0,33,37.2909,36.8868,38.894,22704
389,P,2,2,0,30,39.0172,39.529,41.3909,42936
391,P,2,0,0,34,37.4521,35.3523,37.8075,22520
391,P,2,1,0,33,37.1598,36.7526,38.702,24144
391,P,2,2,0,30,38.9851,39.4374,41.402,43752
396,P,0,0,0,30,38.8259,39.9044,41.3271,66552
396,P,0,1,0,29,39.5221,40.479,41.7042,40456
396,P,0,2,0,26,41.7905,43.4554,44.7503,95680
394,P,1,0,0,33,38.0193,36.6993,38.6752,34800
394,P,1,1,0,32,38.1726,38.5643,39.8308,37552
394,P,1,2,0,29,40.1856,41.1887,42.7703,64816
393,P,2,0,0,34,37.3975,35.7202,37.7847,23376
393,P,2,1,0,33,37.0538,36.4847,38.4492,25424
393,P,2,2,0,30,38.905,39.3196,41.081,47416
395,P,2,0,0,34,37.2499,35.3827,37.244,20808
395,P,2,1,0,33,36.6173,36.494,38.1979,27184
395,P,2,2,0,30,38.2387,39.1416,41.0186,48496
400,P,0,0,0,30,38.6216,39.9133,41.2978,65376
400,P,0,1,0,29,39.4231,40.4916,41.6597,43312
400,P,0,2,0,26,41.6551,43.429,44.7298,97496
398,P,1,0,0,33,37.9019,36.6407,38.3826,31328
398,P,1,1,0,32,37.9525,38.2835,39.7309,38152
398,P,1,2,0,29,39.7949,41.0899,42.751,67800
397,P,2,0,0,34,37.254,35.1838,37.1422,20896
397,P,2,1,0,33,36.5797,36.4089,38.108,27832
397,P,2,2,0,30,38.1951,39.0558,41.0014,50704
399,P,2,0,0,34,37.1736,34.8607,37.1138,19336
399,P,2,1,0,33,36.633,36.347,38.0189,27328
399,P,2,2,0,30,38.1172,38.9827,41.0466,49320
404,P,0,0,0,30,38.6958,39.9671,41.1401,65848
404,P,0,1,0,29,39.3889,40.5094,41.5776,43576
404,P,0,2,0,26,41.6169,43.4841,44.7317,97392
402,P,1,0,0,33,37.8759,36.304,38.1005,29600
402,P,1,1,0,32,37.8797,38.3852,39.8636,38336
402,P,1,2,0,29,39.6972,41.1783,42.938,67888
401,P,2,0,0,34,37.3847,35.2086,37.1509,19992
401,P,2,1,0,33,36.6082,36.5756,38.1659,27512
401,P,2,2,0,30,38.075,39.2102,41.0356,51032
403,P,2,0,0,34,37.5759,35.1505,37.211,18272
403,P,2,1,0,33,36.6377,36.5524,38.029,28176
403,P,2,2,0,30,38.1195,39.0441,41.0318,48296
408,P,0,0,0,30,38.6398,40.1859,41.4565,62200
408,P,0,1,0,29,39.3893,40.5313,41.7641,42240
408,P,0,2,0,26,41.6997,43.4968,44.8499,97360
406,P,1,0,0,33,37.9163,36.7066,38.4668,30072
406,P,1,1,0,32,37.8881,38.4118,39.8137,38128
406,P,1,2,0,29,39.683,41.3153,42.7081,67344
405,P,2,0,0,34,37.4191,35.2568,37.088,19048
405,P,2,1,0,33,36.6564,36.4547,38.1294,26720
405,P,2,2,0,30,38.139,39.117,41.0194,50088
407,P,2,0,0,34,37.4075,35.3943,37.6229,19040
407,P,2,1,0,33,36.8094,36.4234,38.2183,27088
407,P,2,2,0,30,38.1743,39.1799,40.959,48392
412,P,0,0,0,30,38.6274,39.8566,41.3715,61304
412,P,0,1,0,29,39.4245,40.5551,41.737,45024
412,P,0,2,0,26,41.6702,43.5843,44.8957,97264
410,P,1,0,0,33,37.971,36.9203,38.5406,29928
410,P,1,1,0,32,37.9984,38.5074,39.9872,36832
410,P,1,2,0,29,39.8051,41.3893,42.8625,67264
409,P,2,0,0,34,37.5873,35.3333,37.5074,18712
409,P,2,1,0,33,36.7481,36.5221,38.4271,26248
409,P,2,2,0,30,38.228,39.0613,41.1475,48472
411,P,2,0,0,34,37.6141,35.5474,37.4282,19088
411,P,2,1,0,33,36.749,36.519,38.2126,26512
411,P,2,2,0,30,38.221,39.0185,41.0759,48888
416,P,0,0,0,30,39.1936,40.2041,41.6546,62536
416,P,0,1,0,29,40.0142,40.6234,41.9307,38216
416,P,0,2,0,26,42.284,43.6474,45.0653,90200
414,P,1,0,0,33,38.0552,36.407,38.2145,30472
414,P,1,1,0,32,38.1635,38.2807,40.0163,35944
414,P,1,2,0,29,39.9367,41.2752,42.9301,67136
413,P,2,0,0,34,37.4705,35.1766,37.3467,18624
413,P,2,1,0,33,36.816,36.559,38.2483,26632
413,P,2,2,0,30,38.1705,39.0848,41.0987,50448
415,P,2,0,0,34,37.4622,35.5576,37.6036,21768
415,P,2,1,0,33,37.0414,36.6732,38.3968,24952
415,P,2,2,0,30,38.6509,39.1243,41.0447,47568
420,P,0,0,0,30,39.0557,40.0864,41.5034,63680
420,P,0,1,0,29,39.8134,40.6253,41.8518,40152
420,P,0,2,0,26,42.0483,43.5266,44.9406,93128
418,P,1,0,0,33,37.8573,36.6088,38.3288,33024
418,P,1,1,0,32,38.2266,38.3954,40.018,34856
418,P,1,2,0,29,40.0052,41.414,43.1067,65192
417,P,2,0,0,34,37.2364,35.5459,37.2128,21328
417,P,2,1,0,33,36.8475,36.6607,38.3512,26400
417,P,2,2,0,30,38.4417,39.1587,41.2803,47840
419,P,2,0,0,34,37.358,35.5491,37.349,20400
419,P,2,1,0,33,37.0183,36.6525,38.4145,24944
419,P,2,2,0,30,38.6779,39.2068,41.0712,47600
424,P,0,0,0,30,38.3783,39.8935,41.0733,70288
424,P,0,1,0,29,39.1311,40.2286,41.5185,42208
424,P,0,2,0,26,41.3441,43.2975,44.5651,102448
422,P,1,0,0,33,37.7093,36.5955,38.2434,34136
422,P,1,1,0,32,37.8453,38.2779,39.6756,37528
422,P,1,2,0,29,39.7063,40.9931,42.8354,68328
421,P,2,0,0,34,37.149,35.5129,37.5541,23728
421,P,2,1,0,33,36.7407,36.4705,38.5278,25128
421,P,2,2,0,30,38.4107,39.1175,41.0157,51336
423,P,2,0,0,34,36.706,35.1896,37.1293,22376
423,P,2,1,0,33,36.3603,36.3584,37.7833,26496
423,P,2,2,0,30,37.8422,38.9998,40.8546,52232
428,P,0,0,0,30,38.3231,39.637,40.9458,68408
428,P,0,1,0,29,39.0789,40.3068,41.5299,45976
428,P,0,2,0,26,41.2478,43.1481,44.5846,103528
426,P,1,0,0,33,37.3582,36.285,37.7976,33400
426,P,1,1,0,32,37.5093,38.1062,39.2328,39096
426,P,1,2,0,29,39.3185,40.9497,42.6625,73144
425,P,2,0,0,34,36.8349,35.2239,37.1319,21920
425,P,2,1,0,33,36.273,36.2978,38.0634,26408
425,P,2,2,0,30,37.752,38.953,40.8561,53160
427,P,2,0,0,34,36.982,35.1137,36.981,20320
427,P,2,1,0,33,36.2555,36.5593,37.9286,28840
427,P,2,2,0,30,37.7213,38.8646,40.7651,51184
432,I,0,0,0,30,39.2956,40.603,41.9083,67080
432,I,0,1,0,29,40.0075,40.5969,41.9002,35672
432,I,0,2,0,26,42.1845,43.3907,45.0468,90152
430,P,1,0,0,33,37.5929,36.522,37.9202,34816
430,P,1,1,0,32,37.7436,38.1384,39.4226,38928
430,P,1,2,0,29,39.6294,40.9806,42.8201,70856
429,P,2,0,0,34,37.0183,35.2953,36.9691,21600
429,P,2,1,0,33,36.3074,36.5201,38.1548,27760
429,P,2,2,0,30,37.8715,38.9684,40.9768,52552
431,P,2,0,0,34,37.1005,35.4409,37.3834,23016
431,P,2,1,0,33,36.7226,36.5462,38.2104,26000
431,P,2,2,0,30,38.2197,39.0391,40.9376,50488
436,P,0,0,0,30,39.25,40.2225,41.5008,60408
436,P,0,1,0,29,39.9631,40.7069,41.829,40112
436,P,0,2,0,26,42.1256,43.6974,45.0112,89832
434,P,1,0,0,33,38.3175,36.9624,38.4729,31128
434,P,1,1,0,32,38.4099,38.6912,40.1702,34928
434,P,1,2,0,29,40.4836,41.4247,43.1951,62408
433,P,2,0,0,34,37.3586,35.9501,37.7392,25712
433,P,2,1,0,33,37.0473,36.9405,38.3619,24464
433,P,2,2,0,30,38.6982,39.2953,41.5247,48376
435,P,2,0,0,34,38.0923,35.4568,37.5917,17448
435,P,2,1,0,33,37.3695,36.8661,38.2488,24072
435,P,2,2,0,30,38.8087,39.3954,41.4472,44064
440,P,0,0,0,30,39.0949,40.4335,41.6871,61856
440,P,0,1,0,29,39.8524,40.7491,41.967,40072
440,P,0,2,0,26,42.0968,43.7966,45.0855,90112
438,P,1,0,0,33,38.3308,37.027,38.6359,29968
438,P,1,1,0,32,38.3691,38.7915,40.1408,35336
438,P,1,2,0,29,40.1768,41.4058,43.0856,62960
437,P,2,0,0,34,37.9234,35.7347,37.399,18208
437,P,2,1,0,33,37.3102,36.8604,38.3956,23024
437,P,2,2,0,30,38.6062,39.404,41.4814,46320
439,P,2,0,0,34,37.7588,35.8162,37.5184,18696
439,P,2,1,0,33,37.1726,37.0233,38.4432,23664
439,P,2,2,0,30,38.5202,39.4777,41.4734,46312
444,P,0,0,0,30,39.2226,40.1672,41.1682,58072
444,P,0,1,0,29,39.9746,40.669,41.7527,39856
444,P,0,2,0,26,42.1352,43.7161,45.1472,88728
442,P,1,0,0,33,38.2335,36.9562,38.3712,28344
442,P,1,1,0,32,38.3263,38.5685,40.0537,35328
442,P,1,2,0,29,40.171,41.3207,43.1118,63264
441,P,2,0,0,34,37.8197,35.6329,37.4592,18376
441,P,2,1,0,33,37.1268,36.9729,38.6733,24856
441,P,2,2,0,30,38.5799,39.3261,41.5366,47464
443,P,2,0,0,34,37.7991,35.4451,37.2518,18120
443,P,2,1,0,33,37.1367,36.9277,38.3003,24736
443,P,2,2,0,30,38.5181,39.4355,41.3927,47208
448,P,0,0,0,30,39.0729,40.4424,41.5733,61624
448,P,0,1,0,29,39.9018,40.6423,41.8625,38312
448,P,0,2,0,26,42.051,43.659,45.1138,90472
446,P,1,0,0,33,38.2863,36.9669,38.408,29976
446,P,1,1,0,32,38.4121,38.6485,40.3021,35584
446,P,1,2,0,29,40.1712,41.344,43.1971,63440
445,P,2,0,0,34,37.7458,35.6455,37.3252,19904
445,P,2,1,0,33,37.1404,37.0246,38.5635,24472
445,P,2,2,0,30,38.5626,39.4439,41.595,47896
447,P,2,0,0,34,37.6833,35.9239,37.3739,19840
447,P,2,1,0,33,37.1461,36.8369,38.5274,24224
447,P,2,2,0,30,38.4863,39.3849,41.4037,46704
452,P,0,0,0,30,39.0763,40.5656,41.523,57752
452,P,0,1,0,29,39.9566,40.7771,41.7768,42392
452,P,0,2,0,26,42.0377,43.7718,45.137,89648
450,P,1,0,0,33,38.2383,36.841,38.3067,29112
450,P,1,1,0,32,38.3685,38.6583,40.1845,33144
450,P,1,2,0,29,40.0936,41.3459,43.2146,63408
449,P,2,0,0,34,37.8644,35.8208,37.6491,18480
449,P,2,1,0,33,37.1353,36.9958,38.471,25096
449,P,2,2,0,30,38.6213,39.4243,41.3555,47528
451,P,2,0,0,34,37.8587,35.8208,37.4362,18240
451,P,2,1,0,33,37.2498,36.9368,38.6041,23536
451,P,2,2,0,30,38.6842,39.4222,41.4087,44672
456,P,0,0,0,30,39.1555,40.5086,41.6525,56936
456,P,0,1,0,29,39.9211,40.7206,41.8803,37024
456,P,0,2,0,26,42.1023,43.7862,45.0793,88320
454,P,1,0,0,33,38.4177,37.0772,38.8423,27624
454,P,1,1,0,32,38.485,38.7191,40.2681,33528
454,P,1,2,0,29,40.2004,41.3756,43.2308,60072
453,P,2,0,0,34,37.7898,35.8908,37.8468,19360
453,P,2,1,0,33,37.2401,37.0975,38.9057,23456
453,P,2,2,0,30,38.5732,39.4823,41.5061,46728
455,P,2,0,0,34,37.7694,36.0294,37.8309,19784
455,P,2,1,0,33,37.2476,37.0551,38.7046,23072
455,P,2,2,0,30,38.6597,39.4513,41.3748,45128
460,P,0,0,0,30,39.1441,40.4218,41.4352,59552
460,P,0,1,0,29,39.9167,40.7881,41.9112,40304
460,P,0,2,0,26,42.0441,43.7732,45.0809,89408
458,P,1,0,0,33,38.3208,37.0357,38.7314,28624
458,P,1,1,0,32,38.3423,38.7294,40.2596,33728
458,P,1,2,0,29,40.2008,41.4184,43.1369,62208
457,P,2,0,0,34,37.9918,35.8218,37.6622,19040
457,P,2,1,0,33,37.2997,36.9235,38.7586,23992
457,P,2,2,0,30,38.6032,39.479,41.5624,46344
459,P,2,0,0,34,37.9743,35.6575,37.3423,17672
459,P,2,1,0,33,37.2379,37.2324,38.6343,24544
459,P,2,2,0,30,38.6529,39.4795,41.5386,44472
464,P,0,0,0,30,39.1033,40.2326,41.2215,59192
464,P,0,1,0,29,39.8157,40.7074,41.8424,37864
464,P,0,2,0,26,42.0629,43.8527,45.0863,88616
462,P,1,0,0,33,38.2892,36.9815,38.6822,28880
462,P,1,1,0,32,38.3997,38.8726,40.3237,33952
462,P,1,2,0,29,40.108,41.4621,43.1534,61096
461,P,2,0,0,34,37.7378,36.0179,37.922,20112
461,P,2,1,0,33,37.1141,37.3175,38.8279,24792
461,P,2,2,0,30,38.5268,39.4798,41.5854,46720
463,P,2,0,0,34,37.7005,35.708,37.5634,19352
463,P,2,1,0,33,37.2109,37.2115,38.8584,23552
463,P,2,2,0,30,38.5507,39.4784,41.4762,44552
468,P,0,0,0,30,39.1064,40.13,41.437,59056
468,P,0,1,0,29,39.8605,40.804,41.8644,37880
468,P,0,2,0,26,42.0296,43.7564,45.1151,87544
466,P,1,0,0,33,38.2544,36.5688,38.3835,26952
466,P,1,1,0,32,38.2211,38.7322,40.2376,34880
466,P,1,2,0,29,40.1231,41.4592,43.2389,61752
465,P,2,0,0,34,37.7755,35.72,37.8636,18528
465,P,2,1,0,33,37.1367,37.1653,38.9192,23448
